City,Lat,Long,Min_Temp,Max_Temp,Min_Rain,Max_Rain,Min_Humid,Max_Humid,Temp_Trend,Climate
Feetown,9,77,51,79,8,16,5,13,0,4
Shoos City,58,74,11,40,19,24,2,72,0,4
Sheepolis,33,17,28,43,30,53,53,59,1,1
Eghi City,66,29,17,33,15,23,15,29,1,0
Cheaytown,4,33,67,88,22,27,49,63,0,1
Peeshville,75,21,6,31,21,25,39,80,0,4
Sath City,25,81,3,20,5,24,55,61,0,2
Cheaberg,92,11,76,82,9,26,45,69,0,1
Rasiy City,1,42,49,83,5,29,44,60,0,0
Rugh City,8,26,29,59,5,25,46,94,1,2
Phiefberg,8,59,46,59,14,20,8,84,1,2
Liph City,53,41,5,40,6,21,51,57,1,0
Daitown,34,72,56,60,17,40,28,39,1,2
Smughberg,49,20,44,50,6,23,19,61,0,0
Gestonville,63,57,55,57,12,29,49,68,1,2
Choalpolis,33,20,18,44,18,27,21,78,1,2
Oshus City,23,99,31,36,17,36,55,78,1,3
Koshpolis,0,91,79,109,5,11,45,93,0,2
Chieberg,25,96,66,87,3,7,50,79,0,3
Wachberg,9,60,4,35,7,28,52,81,1,4
Loaghville,95,84,23,40,16,40,41,67,0,2
Jashobville,34,64,55,85,18,24,23,70,1,0
Smou City,98,42,60,86,2,14,50,63,0,3
Theetown,29,23,28,34,10,20,37,87,1,1
Caduh City,62,4,0,8,9,25,45,72,1,0
Wieberg,19,16,8,37,8,26,43,95,0,0
Lures City,51,14,32,67,28,30,15,69,1,1
Tephupberg,99,25,0,23,20,40,43,66,0,3
Hoosh City,21,29,18,43,3,7,29,55,1,3
Noakville,82,94,68,93,2,18,22,97,1,4
Chismberg,43,91,27,61,0,25,17,25,1,1
Loaberg,98,29,56,90,1,4,21,100,1,1
Gheertown,71,97,15,18,17,24,21,79,1,4
Steeberg,92,34,43,75,19,42,33,36,1,2
Phoifville,98,68,65,91,21,34,53,94,1,1
Spothville,99,66,17,40,11,34,53,63,0,2
Caikad City,40,31,11,44,10,28,52,85,0,3
Speawtown,90,95,67,95,4,25,42,73,1,4
Queepolis,97,56,52,68,14,28,16,29,0,3
Ghoampolis,59,95,10,29,16,22,51,62,0,0
Yaipolis,59,94,31,40,29,37,34,69,1,0
Yoisppolis,45,69,13,20,1,22,38,72,0,1
Noushpolis,61,62,41,59,27,47,21,92,1,3
Smespberg,31,73,81,114,24,32,32,61,1,1
Ostuberg,61,4,66,98,29,38,40,89,0,4
Gheeberg,25,19,20,46,3,14,47,52,1,0
Shiegberg,85,74,64,68,20,26,16,26,1,4
Raiberg,89,81,78,81,25,31,41,74,1,2
Thosm City,5,19,47,78,30,32,49,95,1,4
Kistafpolis,82,42,57,64,9,19,10,70,1,1
Spoo City,67,73,20,27,28,44,4,57,1,3
Spoadtown,37,5,76,90,30,52,4,47,1,1
Thishberg,18,87,57,73,30,44,47,89,0,0
Cephuttown,92,85,43,58,2,26,49,76,0,3
Nespogville,57,81,5,7,19,40,19,98,1,4
Toust City,24,97,11,15,28,52,34,37,1,0
Achetown,58,34,27,55,18,21,49,85,1,1
Stustpolis,22,51,57,63,8,11,48,91,1,1
Cichew City,49,89,5,32,29,49,33,99,0,4
Yathville,63,94,52,69,0,17,38,84,0,3
Taphberg,74,70,81,105,9,30,19,93,1,4
Nachtown,28,97,72,81,11,29,18,76,1,1
Ichupolis,48,76,40,62,14,34,15,68,1,2
Taish City,72,82,24,26,4,22,25,39,0,1
Dethehville,28,91,78,113,2,27,23,86,1,1
Stealtown,39,20,7,34,25,42,35,91,1,2
Eshurberg,43,0,6,37,27,35,3,50,1,2
Athuwville,5,10,71,99,24,42,11,96,1,4
Rotamville,79,69,37,63,13,23,28,57,0,1
Siphod City,97,43,48,70,2,4,45,85,1,2
Ghoopolis,89,59,23,35,9,15,48,99,1,0
Speatown,51,99,53,62,2,7,43,51,1,1
Eghuberg,61,21,80,98,28,51,52,99,0,3
Jochiyville,73,54,58,65,29,47,22,85,0,1
Usmapolis,71,75,12,31,27,42,25,92,0,2
Reeyberg,6,87,11,39,12,22,32,81,1,1
Choucville,15,12,54,77,10,12,15,98,1,3
Istuttown,67,97,0,6,15,29,7,53,1,4
Shoogpolis,44,75,20,41,13,26,23,69,0,3
Siemberg,25,8,31,52,3,6,25,64,0,0
Ceabewberg,61,9,27,47,12,32,19,71,1,2
Coiberg,45,12,44,51,13,19,29,99,0,0
Mighunville,100,90,20,42,10,27,31,91,1,2
Lusmugberg,81,27,69,76,26,46,37,54,1,0
Smespville,23,3,69,87,27,40,50,74,0,1
Phaitown,46,25,57,66,14,23,22,79,0,2
Pheshtown,20,57,38,66,25,37,18,93,0,2
Ophuberg,47,47,14,38,29,31,42,65,0,1
Pheewpolis,54,31,52,66,2,4,41,66,1,2
Spaipolis,68,91,7,32,17,35,43,77,0,3
Ephikberg,46,82,20,26,7,13,8,91,0,0
Quashpolis,73,56,84,94,7,25,48,70,0,4
Phooberg,56,91,73,98,14,28,51,86,1,2
Loutuftown,72,7,70,98,13,31,41,79,0,4
Istontown,25,53,40,65,25,28,45,86,1,4
Smophpolis,71,17,43,61,6,18,6,77,1,2
Ustutpolis,62,71,22,52,27,43,12,21,0,2
Shequville,84,12,69,77,9,14,10,84,0,2
Laspowpolis,77,43,1,22,2,9,51,77,0,2
Koa City,3,22,76,81,28,31,26,35,0,1
Ashewtown,32,93,58,69,11,29,44,74,0,4
Beahuh City,15,29,0,26,0,19,30,97,1,2
Sout City,4,45,7,16,5,11,44,57,0,2
Yadonpolis,58,12,22,52,18,30,39,59,1,2
Quaghpolis,43,74,57,63,2,27,48,50,0,4
Ughi City,88,38,31,57,22,46,0,34,0,1
Rosmtown,47,29,22,55,14,26,53,60,1,0
Phesmtown,2,53,80,103,4,22,54,93,0,4
Jieypolis,73,98,47,63,9,11,35,80,0,3
Quaipolis,2,49,11,21,23,43,51,67,0,4
Coaqupolis,63,87,49,51,30,47,55,82,0,0
Cospokpolis,48,38,31,58,10,18,40,80,0,4
Houl City,93,48,23,44,17,35,45,53,0,3
Shaitown,52,76,41,52,13,33,33,45,1,0
Athottown,1,9,40,49,10,27,46,89,1,3
Joulitpolis,16,75,22,53,7,19,51,89,1,2
Thiqupolis,40,50,6,35,21,29,44,80,1,1
Hoquatville,97,96,43,49,19,32,1,27,1,3
Cachtown,67,50,32,53,29,33,20,94,1,2
Woosptown,93,82,34,54,19,41,53,98,0,1
Leasttown,26,67,38,62,29,35,12,60,1,4
Nagajberg,70,42,19,48,22,32,42,73,0,4
Methakpolis,40,40,49,83,28,31,49,60,1,2
Yoophville,5,22,54,73,2,24,3,60,1,2
Tiphville,35,62,67,92,11,18,46,65,0,3
Pheapolis,36,75,36,56,4,14,10,29,1,3
Kaiwberg,8,77,16,49,9,22,53,60,1,4
Doujberg,89,31,38,62,1,8,36,54,0,0
Phoopolis,77,23,28,56,5,10,3,5,0,1
Tiebej City,30,1,8,17,11,20,43,53,1,0
Noo City,71,94,42,68,14,27,33,58,1,1
Astikpolis,29,99,74,104,4,13,20,78,1,0
Spaipolis,33,37,35,68,24,48,46,78,0,4
Mephow City,74,90,69,74,19,43,50,96,1,3
Cheedville,8,86,28,49,30,41,27,55,0,4
Stouberg,64,44,32,49,17,36,6,70,1,2
Seactown,5,92,24,49,11,32,18,73,0,1
Ritimberg,100,24,0,27,18,28,6,65,1,0
Dushpolis,45,93,46,51,10,15,3,51,0,3
Kimemtown,61,15,65,99,0,2,49,78,0,1
Fuphtown,6,26,16,19,28,51,5,76,1,4
Toaqutown,98,29,44,68,7,12,34,56,1,2
Jiqupolis,19,84,22,54,4,22,50,79,1,0
Wicen City,27,63,3,27,14,36,49,64,0,4
Liechtown,24,88,79,112,8,20,47,58,1,3
Boiptown,31,91,20,50,24,34,15,87,1,1
Wastville,86,37,45,47,0,8,54,94,1,1
Quieville,44,37,19,40,27,47,28,58,1,1
Smounville,18,41,64,76,16,41,40,86,1,1
Genedpolis,33,55,53,73,27,38,28,46,0,0
Usteltown,17,39,68,87,25,28,13,92,1,4
Mouberg,71,42,85,109,7,11,35,90,1,1
Quoil City,96,87,39,64,27,45,43,66,1,3
Buchinberg,36,76,55,82,26,30,28,62,0,1
Louchtown,87,72,10,32,12,30,28,47,1,3
Tuchville,82,5,51,67,28,31,39,41,1,1
Histuwville,38,52,5,28,29,40,22,45,0,0
Poosmberg,21,61,28,38,11,34,22,34,1,3
Laish City,98,41,61,94,14,37,51,92,0,1
Upheberg,33,82,64,85,7,24,24,51,0,4
Gidutpolis,81,36,48,58,20,35,42,86,0,1
Echutpolis,49,73,81,96,24,29,23,61,0,1
Aphefberg,78,59,11,25,22,45,19,80,0,4
Wichpolis,44,23,8,33,7,13,7,32,1,1
Chasmville,29,76,25,37,15,26,48,71,0,2
Miest City,21,34,81,106,6,18,26,47,0,1
Nachumville,4,71,47,66,7,10,50,94,1,1
Ghoamtown,94,61,85,102,21,38,41,43,0,3
Ospeberg,35,10,54,59,13,32,38,71,1,1
Equatown,69,8,41,71,23,26,54,66,1,0
Feadpolis,26,58,15,40,25,33,8,72,1,1
Phashtown,44,75,59,88,5,11,4,33,1,0
Kothtown,84,28,11,40,21,25,50,72,1,0
Ismapolis,75,86,51,58,20,38,41,90,0,3
Saqupolis,3,37,15,25,5,27,43,93,1,4
Osmowtown,62,77,20,32,30,46,45,79,0,3
Chasmtown,9,97,35,58,30,53,18,92,1,4
Shoiptown,58,9,28,47,29,33,0,50,1,3
Ichetown,74,45,15,42,8,13,39,67,0,1
Siepolis,47,65,61,94,27,36,12,75,1,0
Nishocpolis,30,96,2,20,26,51,31,83,0,2
Stighville,94,41,77,86,29,47,53,93,0,1
Ghoi City,45,2,46,51,27,35,55,81,1,3
Meeville,31,36,15,48,10,30,10,66,1,1
Ruchpolis,59,37,10,39,6,14,35,46,0,3
Weacamville,64,87,51,55,8,12,8,35,1,2
Hithippolis,54,81,60,76,26,31,12,50,0,3
Ashiberg,10,30,60,79,1,12,17,19,1,0
Shothpolis,12,67,3,26,30,42,5,16,0,3
Heaspberg,91,26,34,38,28,41,24,79,1,2
Moictown,35,85,72,90,7,11,51,86,0,4
Ghuquberg,89,40,83,106,16,28,47,98,1,3
Eshigberg,92,60,2,25,12,18,9,19,0,2
Poadville,89,19,2,5,29,46,18,77,1,4
Leeberg,26,13,10,31,5,10,53,61,0,4
Ighotown,26,64,30,51,14,30,14,75,1,4
Ismuberg,30,31,53,68,4,27,27,60,1,3
Loriwberg,41,35,73,84,2,8,51,100,0,4
Stigh City,11,95,6,33,1,21,15,67,0,2
Ismaville,44,77,67,95,20,44,50,89,0,0
Tisp City,8,71,45,72,3,25,34,55,1,3
Nutan City,22,33,68,71,5,18,12,28,1,2
Wohitville,65,35,75,110,3,26,36,72,0,2
Joosotville,68,20,29,36,9,14,30,76,0,0
Featown,0,25,60,90,1,3,18,63,0,0
Jeempolis,30,0,64,89,5,12,40,97,0,2
Aphod City,47,60,66,99,7,18,41,89,0,0
Meeph City,67,5,5,12,7,24,36,51,0,0
Bughofberg,55,18,21,32,8,16,9,16,0,3
Aspu City,42,38,63,90,5,17,9,11,1,4
Hoapolis,2,18,48,56,6,24,48,72,0,3
Uquiville,17,39,41,54,18,36,44,76,1,2
Joithpolis,64,67,73,89,10,24,19,66,1,1
Hichojberg,98,20,61,92,19,36,49,89,0,2
Naiphpolis,23,90,14,30,14,38,35,51,1,0
Loisptown,76,80,43,70,18,22,35,62,1,0
Cech City,1,12,56,59,28,40,20,83,1,0
Besmtown,2,70,74,80,4,7,27,58,1,3
Tospajville,53,4,60,80,12,35,31,83,0,2
Masubtown,81,20,46,78,23,32,41,62,0,1
Rajekville,79,41,41,55,3,20,11,73,0,4
Toichberg,64,43,14,30,15,39,24,66,1,0
Stishberg,60,17,84,90,15,37,0,26,1,3
Hothagville,94,21,3,9,24,47,12,34,0,3
Woust City,44,32,26,37,0,5,8,20,0,3
Hightown,16,49,14,36,5,20,40,95,0,4
Soahpolis,39,45,55,69,8,13,18,60,1,1
Gastusville,18,39,46,70,2,12,47,86,0,1
Tepakberg,50,91,62,93,3,22,33,46,1,4
Seshampolis,85,36,34,62,2,15,47,79,1,4
Heaphpolis,7,0,43,74,12,34,6,22,1,0
Pheatown,69,68,10,32,2,4,7,9,0,1
Aghetown,42,41,15,24,5,28,26,49,1,1
Piequville,84,28,7,32,29,53,45,83,1,3
Bibuhtown,60,70,73,107,5,16,23,54,1,3
Gish City,92,92,10,22,16,41,9,84,0,3
Echapolis,59,74,64,74,14,16,25,37,0,1
Lusttown,11,85,31,37,27,51,0,83,0,3
Smushtown,42,90,51,53,28,36,13,100,0,0
Jismberg,78,61,7,22,18,41,5,72,1,4
Phai City,22,49,65,86,19,30,17,34,0,1
Leecut City,46,49,29,57,21,31,52,64,1,2
Bemeytown,4,16,40,49,6,21,40,45,1,0
Ismigtown,17,33,13,41,20,41,1,35,0,0
Juquberg,81,88,67,86,7,15,55,62,0,0
Quaiville,63,56,43,64,15,31,32,97,1,1
Aquowville,82,79,74,103,21,34,30,92,1,3
Shoutown,2,91,84,90,25,28,20,45,0,0
Hoigtown,74,17,41,46,18,25,29,44,0,4
Disptown,74,8,42,52,12,29,47,79,1,4
Aspoppolis,35,81,7,27,21,24,32,49,1,0
Ostol City,98,39,81,110,12,34,7,58,1,4
Busppolis,75,13,27,58,12,15,49,57,1,0
Phoaville,77,38,59,94,14,35,23,34,0,2
Nishan City,88,46,71,93,22,33,0,68,1,2
Iphabville,22,100,0,7,20,35,19,54,1,0
Yeeberg,37,41,80,83,15,35,20,57,0,3
Aphoville,15,39,17,51,20,39,28,88,0,3
Ustitown,64,94,66,93,13,18,41,96,1,2
Yushukpolis,56,15,19,52,0,9,17,81,0,1
Smephtown,13,27,52,76,30,52,9,64,0,4
Eshaville,66,39,74,101,1,4,9,45,1,1
Moomehpolis,16,69,79,81,1,3,14,78,1,3
Nahajpolis,21,8,48,56,6,23,22,46,0,2
Spoulberg,80,77,55,64,10,26,7,71,1,2
Wuch City,65,62,21,31,18,31,45,57,0,4
Uquupville,66,74,5,31,12,24,53,99,1,1
Othusberg,51,91,84,88,6,27,22,39,1,1
Roobektown,75,87,73,88,1,17,4,25,0,3
Achogberg,76,42,51,68,6,20,4,73,1,1
Moghtown,53,10,20,47,26,51,13,35,1,4
Diejugville,21,2,51,64,14,33,39,92,0,0
Ghechberg,15,56,60,62,16,33,4,92,1,3
Oghobberg,89,49,78,93,27,46,29,52,1,0
Moagh City,26,39,29,35,13,37,9,72,1,3
Touville,14,32,17,20,10,33,26,63,0,1
Usmuf City,74,69,59,91,24,49,43,63,1,0
Espatown,94,23,38,66,3,16,16,25,0,0
Icheppolis,93,70,42,49,6,27,45,73,1,3
Yusmville,70,7,6,28,11,36,23,89,0,4
Heekucville,90,62,81,99,2,12,26,56,0,2
Shushberg,13,7,82,93,17,41,28,81,0,0
Ospiytown,35,2,55,66,6,11,41,63,1,4
Hisp City,20,66,35,42,25,37,5,66,1,4
Smour City,36,74,81,96,25,36,11,87,0,3
Roahanville,86,32,68,98,8,25,33,95,0,0
Spoo City,95,12,51,83,30,34,49,86,1,1
Siespville,72,40,64,70,26,44,7,26,0,1
Thiettown,63,55,34,51,5,16,25,41,1,3
Staiville,7,33,83,110,27,40,32,89,0,2
Thagh City,37,66,51,61,11,36,30,65,1,1
Ashacville,14,42,4,13,8,24,47,52,0,2
Achetown,74,38,50,85,29,38,36,51,1,2
Osmepolis,23,42,69,82,10,24,33,67,0,3
Lopidpolis,38,67,19,25,30,44,42,53,1,1
Chispville,74,16,39,61,2,17,46,69,1,0
Tunerville,91,60,4,21,22,35,20,99,0,1
Rutigville,8,59,69,75,19,38,30,76,1,1
Hoinville,54,28,5,11,28,30,50,76,1,3
Phoo City,48,31,45,53,0,14,4,69,1,1
Ustiberg,42,89,47,72,17,24,0,87,1,3
Lagim City,85,9,8,31,21,23,38,69,0,3
Cheepolis,82,67,60,94,28,46,5,62,1,4
Foasuntown,55,31,32,36,17,24,45,74,1,4
Quuphpolis,82,89,50,57,18,29,29,69,1,3
Smeetberg,91,17,72,89,4,23,34,38,1,2
Hophtown,96,79,4,9,25,48,27,44,1,2
Meesh City,49,6,17,36,29,37,19,62,1,1
Yoshtown,97,69,2,30,23,34,9,57,1,4
Phooy City,72,27,69,74,0,23,54,87,1,2
Chea City,74,74,78,81,0,15,40,66,0,4
Noupolis,6,74,62,75,23,32,22,79,1,1
Miepberg,94,32,61,94,14,32,26,33,0,0
Loshab City,96,96,8,18,11,33,53,96,1,0
Jestpolis,30,3,8,17,17,39,6,30,1,0
Siew City,76,83,47,79,10,25,38,47,0,1
Pai City,91,77,28,53,17,24,25,35,0,0
Yechafpolis,55,29,39,43,22,43,39,42,0,3
Theetown,25,86,29,39,3,6,33,38,0,1
Pephofpolis,81,98,24,35,15,29,54,92,1,0
Gouberg,37,29,57,73,11,13,19,86,1,1
Meenville,97,86,43,47,5,9,48,71,0,1
Chaippolis,71,56,61,70,9,16,2,99,0,4
Laimolberg,52,84,72,101,16,27,6,80,0,3
Ughaville,60,71,56,88,4,7,3,57,0,3
Giech City,7,60,46,49,16,19,25,35,1,0
Ghoujtown,67,80,38,41,26,37,17,82,1,4
Ophoftown,17,97,79,110,18,26,13,27,0,1
Yoawufville,39,55,49,65,8,33,36,70,1,0
Beaphberg,36,93,17,51,4,20,22,95,1,0
Speartown,26,100,50,56,25,47,10,79,1,4
Spooville,54,17,66,89,25,32,55,79,1,2
Goiville,19,33,80,99,26,41,53,81,1,3
Moophville,48,95,77,108,22,45,10,60,1,0
Ghietown,84,21,22,30,19,35,43,70,1,0
Ciph City,56,97,8,23,29,32,6,51,1,4
Pethisberg,100,63,24,43,1,3,45,92,0,3
Doquayberg,8,64,42,59,22,45,38,79,0,0
Secokpolis,72,91,12,42,22,36,2,35,0,3
Lonud City,92,98,48,50,8,23,20,45,0,0
Ishiberg,63,1,47,60,30,49,16,47,0,3
Meespville,86,61,55,90,5,14,19,51,1,3
Boad City,86,31,52,83,28,51,9,52,0,1
Ispodberg,100,10,58,93,11,14,12,81,0,4
Fieberg,77,20,3,13,5,13,23,93,1,3
Rouwubville,30,66,67,86,18,26,28,51,1,1
Quoagville,57,27,9,38,15,19,20,30,0,4
Bugh City,12,63,65,78,11,31,45,98,0,2
Aquokpolis,19,59,1,24,17,38,12,78,1,4
Mousttown,5,85,33,36,19,21,13,30,0,1
Yoismtown,3,99,12,40,27,51,34,68,0,4
Rethuhville,70,69,5,21,0,13,34,38,1,1
Coashpolis,3,18,42,67,10,20,11,27,0,1
Moismville,21,67,34,65,22,37,24,57,0,3
Nenuftown,4,65,71,77,20,25,8,97,1,3
Smoikville,77,1,28,47,9,32,24,96,0,4
Lidalberg,37,77,48,66,16,22,20,37,1,4
Nithtown,87,21,69,78,26,32,35,79,0,1
Pheetpolis,25,69,4,7,29,44,20,70,1,0
Hafaptown,22,31,48,74,25,34,5,55,1,3
Queaberg,82,71,4,19,15,17,22,41,1,4
Spishtown,66,52,8,39,21,24,25,96,1,1
Soowefville,41,71,6,15,3,28,32,34,1,3
Shoudville,12,92,58,64,28,38,45,95,0,3
Nootown,99,59,65,92,29,48,15,96,0,1
Iphehberg,21,79,49,71,11,25,33,89,0,1
Speshberg,11,15,44,75,25,34,50,88,0,1
Thoquberg,64,17,84,87,9,23,8,27,1,4
Quiquville,27,69,72,95,26,46,9,43,1,3
Ethiville,23,22,23,28,0,9,44,87,0,0
Youpolis,33,28,38,73,4,13,50,53,0,3
Quooberg,95,82,52,69,11,32,29,73,1,2
Taparpolis,36,96,2,32,22,37,51,87,0,2
Ghoos City,49,71,10,18,8,14,50,58,0,0
Asmahville,70,52,34,51,3,28,21,92,1,1
Gogucville,1,9,26,32,6,25,18,22,0,2
Gipugtown,36,45,4,33,26,35,53,55,1,2
Roospberg,100,49,75,83,20,45,35,76,1,0
Quoustown,26,95,20,23,20,23,16,66,1,3
Quoufville,71,7,3,10,19,23,42,90,0,2
Listberg,65,4,58,88,22,40,22,94,0,0
Heajtown,16,22,9,20,3,14,19,57,1,1
Pabefpolis,37,71,72,79,25,48,28,65,1,4
Giepolis,70,92,48,63,10,24,1,93,1,0
Countown,58,99,1,6,25,48,42,78,0,2
Uphucville,9,62,1,8,7,22,5,66,0,2
Smochville,46,59,84,104,22,32,26,96,1,0
Jeam City,91,66,46,80,9,12,11,32,1,1
Phuchtown,85,1,7,42,10,12,52,76,1,4
Houtown,64,79,45,73,17,21,6,28,1,1
Uchompolis,98,62,35,41,13,21,32,71,1,3
Poa City,72,99,33,65,25,44,53,56,1,3
Yoirtown,8,87,58,82,8,13,15,95,0,2
Yiphutville,32,70,71,106,24,29,1,72,0,1
Quie City,22,78,73,82,30,49,27,34,1,3
Sayotpolis,18,91,24,34,6,21,51,95,1,2
Taithberg,13,70,44,50,26,47,40,69,0,2
Teachberg,75,78,59,69,29,44,35,96,1,3
Yicuwpolis,49,83,81,114,30,47,21,44,1,4
Heesolville,55,51,78,113,28,40,44,77,0,0
Mootown,35,75,65,82,15,35,24,54,1,1
Ismuberg,61,98,37,53,14,22,50,55,0,3
Lubontown,93,33,52,78,26,30,33,100,1,0
Ghoiville,29,68,12,38,28,50,14,78,0,2
Cechpolis,29,15,39,71,13,15,32,54,1,4
Aspa City,94,36,80,84,29,54,15,62,0,1
Mou City,47,87,34,66,18,25,20,45,0,0
Susp City,74,98,60,82,24,33,27,75,0,3
Choaberg,73,31,31,45,28,44,32,45,0,4
Ishi City,50,60,68,89,24,32,49,83,0,3
Masosville,28,60,83,102,23,42,4,77,1,1
Pheetown,93,58,3,37,30,49,48,75,1,2
Aghastown,74,7,76,97,14,36,38,46,0,2
Nestom City,0,56,81,100,22,43,15,22,0,0
Boowpolis,80,45,64,78,24,30,5,12,1,4
Tosmville,80,53,16,29,30,46,48,90,0,4
Doatown,43,88,22,54,20,33,17,68,1,4
Spoiberg,97,13,36,65,26,41,4,93,0,1
Foarurville,13,96,56,74,27,47,22,78,1,3
Githtown,94,64,42,45,18,22,4,24,1,4
Weaf City,40,84,51,86,25,46,20,35,1,2
Stughberg,84,29,73,84,5,15,11,97,0,2
Seaberg,49,49,40,60,0,8,33,60,0,1
Lastberg,2,76,7,30,28,46,41,100,1,1
Weaberg,78,25,85,119,25,30,17,97,0,4
Cothuwtown,69,79,12,18,10,24,35,42,1,4
Oshoyville,74,38,54,83,11,30,25,99,1,2
Casmum City,5,76,22,27,27,35,21,49,1,2
Gesttown,42,7,49,56,17,30,3,24,1,0
Shaphtown,75,52,26,34,13,35,17,30,0,1
Smookberg,83,14,52,67,26,49,34,76,1,1
Ughejville,23,33,45,52,14,26,1,24,1,2
Loiberg,4,50,35,64,5,30,7,11,1,1
Pheeyville,26,95,41,44,1,19,31,90,1,2
Hinoptown,80,25,29,51,18,31,33,72,0,0
Shoo City,17,46,75,96,21,46,11,59,1,4
Foipiyberg,29,5,81,108,18,37,40,61,1,1
Rietown,71,97,17,48,25,30,54,86,1,0
Dechpolis,97,35,64,82,20,22,7,62,0,3
Ushoberg,100,42,58,93,27,31,44,78,0,3
Yoiph City,27,16,72,90,15,36,51,75,1,4
Ostotown,72,56,55,62,25,32,23,68,1,3
Lielew City,73,71,48,77,11,16,43,66,1,3
Nenasville,54,68,30,34,26,37,2,69,1,1
Geanberg,7,54,40,68,25,33,14,31,1,3
Hoijpolis,81,46,46,69,12,17,7,75,1,4
Yafuktown,70,2,26,49,26,28,37,53,0,2
Loutown,38,92,23,37,26,38,20,72,1,2
Pheeville,27,60,59,78,24,26,12,16,1,3
Asmaytown,18,76,31,59,8,27,22,69,1,2
Sophaptown,64,54,52,64,25,27,15,37,0,4
Steph City,49,90,48,61,9,33,44,92,0,1
Teamapberg,66,97,81,91,14,37,19,96,0,3
Stee City,38,36,15,39,22,29,45,60,1,3
Phoutown,16,94,51,68,15,23,31,47,0,0
Wunektown,45,78,75,77,16,32,19,58,0,4
Chieberg,76,13,53,56,19,22,55,68,0,0
Cephville,92,94,30,46,0,25,27,85,1,2
Ispiberg,36,38,32,53,0,22,22,70,0,1
Joitberg,47,60,83,99,2,26,36,50,0,2
Ghoaberg,57,20,27,58,25,30,48,74,0,2
Ostitown,59,21,32,51,3,8,14,89,1,3
Kidarpolis,92,18,48,79,23,36,55,82,1,2
Usmarville,68,69,32,61,4,19,53,64,0,4
Dayabpolis,31,90,51,84,13,38,43,93,0,2
Pibap City,20,91,77,102,21,41,21,100,1,0
Hoistberg,98,37,83,89,9,20,25,62,0,3
Caihpolis,93,61,69,89,15,31,1,58,0,1
Huphifville,6,10,42,54,8,20,36,72,0,4
Wequis City,41,89,55,75,17,34,52,86,0,2
Tosm City,56,26,75,80,9,18,23,27,0,4
Weesmpolis,67,94,6,18,27,48,21,29,1,3
Sain City,70,1,59,63,11,27,3,75,1,3
Miquumville,89,14,78,103,26,44,55,97,1,4
Doodat City,53,67,33,54,0,4,15,23,1,1
Steerpolis,2,18,59,86,24,42,25,37,1,1
Meastberg,7,75,63,90,28,36,14,36,1,2
Esmucville,87,57,7,33,1,20,43,59,0,2
Aghel City,39,64,57,85,5,13,39,88,0,2
Raipolis,36,44,5,37,20,38,32,49,0,3
Risp City,96,91,17,38,9,15,48,67,1,1
Astipolis,63,79,55,61,14,29,48,88,0,0
Iquipolis,73,47,84,111,10,24,18,77,0,4
Ghoatown,9,80,70,99,13,33,32,83,0,3
Shean City,57,47,75,85,7,24,46,85,0,1
Ceapolis,45,52,50,53,25,31,42,80,0,3
Jachberg,10,79,25,44,14,21,41,60,1,2
Dispef City,67,32,52,54,15,25,14,84,0,2
Echeytown,94,62,14,47,29,35,50,67,1,4
Ithontown,56,76,79,113,6,24,9,65,0,2
Ephiberg,51,65,74,79,9,12,20,50,1,0
Cothberg,59,57,67,74,3,12,32,35,1,0
Kiejoytown,15,94,74,101,5,14,29,78,1,3
Seetpolis,69,37,56,73,7,25,25,68,0,0
Aquiville,28,96,47,49,5,25,51,84,0,4
Caiypolis,23,44,76,105,28,41,55,100,1,1
Habomtown,38,4,51,59,29,39,10,56,0,4
Astoville,3,8,1,10,28,38,21,42,1,1
Ghasptown,78,17,73,83,14,19,17,67,0,0
Oshettown,67,93,69,100,28,42,49,54,0,1
Needuyville,37,84,4,20,13,34,39,73,1,4
Aghojberg,46,31,21,56,14,18,20,95,0,3
Yoimabpolis,97,86,76,89,17,23,22,63,1,4
Yieytown,47,29,62,69,6,24,50,67,1,1
Uspatown,68,97,60,91,18,42,26,48,1,2
Rokogberg,76,70,76,87,12,29,52,80,0,2
Pheat City,72,45,35,42,8,15,2,62,1,0
Pogahville,13,80,80,111,22,43,9,65,1,2
Heewatville,88,30,65,84,17,36,25,33,0,4
Chosmpolis,61,49,78,108,18,38,2,93,1,4
Biejayville,76,76,59,90,10,24,9,45,1,4
Coopuspolis,65,67,83,91,9,20,20,25,1,4
Ligactown,83,25,25,36,0,18,18,20,0,0
Ishulville,29,33,11,45,9,27,26,29,0,4
Cighuf City,38,88,47,49,3,15,10,96,1,3
Gheepolis,66,73,44,71,18,30,33,94,1,0
Sospberg,12,30,38,40,25,45,55,99,1,2
Faibpolis,86,42,43,45,23,40,31,51,0,1
Fee City,95,23,48,68,2,12,28,89,0,1
Foarberg,72,49,4,19,18,28,8,73,1,2
Kashberg,80,43,10,30,7,11,7,70,1,3
Ceeville,65,34,83,109,5,9,32,60,1,2
Ospofpolis,19,22,40,72,3,25,49,54,1,0
Moustberg,48,0,41,71,13,22,6,47,1,4
Steaf City,25,61,34,68,28,45,20,26,1,0
Ruchville,43,98,16,34,1,11,16,33,0,1
Tephihtown,79,61,37,64,25,41,17,59,1,2
Noopolis,83,0,83,90,24,44,0,33,0,0
Weelup City,69,91,3,24,5,7,12,78,1,0
